Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,E3 1230 v6,185,78.2,420,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR XeonR CPU E3 1230 v6   350GHz
CPU,,Intel,i7 5950HQ,186,78.1,160,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR CoreTM i7 5950HQ CPU   290GHz
CPU,BX80646I74770K,Intel,i7 4770K,187,78.1,148096,https://cpu.userbenchmark.com/Intel Core i7 4770K/Rating/1537
CPU,,Intel,E3 1286 v3,188,78.1,24,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR XeonR CPU E3 1286 v3   370GHz
CPU,,Intel,i3 10300T,189,77.9,5,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR CoreTM i3 10300T CPU   300GHz
CPU,,Intel,W3690,190,77.7,3753,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR XeonR CPU           W3690    347GHz
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,191,77.6,1410,https://cpu.userbenchmark.com/SpeedTest/626249/AMD Ryzen Threadripper 2970WX 24 Core Processor
CPU,BX80646I54670K,Intel,i5 4670K,192,77.5,114949,https://cpu.userbenchmark.com/Intel Core i5 4670K/Rating/1538
CPU,FH8068403419332,Intel,i7 8559U,193,77.3,1862,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR CoreTM i7 8559U CPU   270GHz
CPU,,Intel,i7 11370H,194,77.2,7815,https://cpu.userbenchmark.com/SpeedTest/1444990/11th Gen IntelR CoreTM i7 11370H   330GHz
CPU,,Intel,W3680,195,77.2,3986,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR XeonR CPU           W3680    333GHz
CPU,,Intel,E3 1271 v3,196,77.1,1288,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR XeonR CPU E3 1271 v3   360GHz
CPU,,Intel,E3 1275 v3,197,77.1,318,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR XeonR CPU E3 1275 v3   350GHz
CPU,BX80646E31276V3,Intel,E3 1276 v3,198,77,256,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR XeonR CPU E3 1276 v3   360GHz
CPU,100 000000083,AMD,Ryzen 7 4700U,199,76.9,15556,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD Ryzen 7 4700U with Radeon Graphics
CPU,CL8068403359725,Intel,i7 8850H,200,76.9,17515,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR CoreTM i7 8850H CPU   260GHz
CPU,CL8068403359524,Intel,i7 8750H,201,76.8,411961,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR CoreTM i7 8750H CPU   220GHz
CPU,,Intel,i7 X 980,202,76.5,7108,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR CoreTM i7 CPU       X 980    333GHz
CPU,CL8068403805708,Intel,i9 8950HK,203,76.4,13752,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR CoreTM i9 8950HK CPU   290GHz
CPU,BX80646I54690,Intel,i5 4690,204,76.4,64797,https://cpu.userbenchmark.com/Intel Core i5 4690/Rating/2311
CPU,,Intel,E3 1270 v3,205,76.4,935,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR XeonR CPU E3 1270 v3   350GHz
CPU,CM8068403362509,Intel,i5 8500T,206,76.3,3577,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR CoreTM i5 8500T CPU   210GHz
CPU,BX80646I74790,Intel,i7 4790,207,76.3,238369,https://cpu.userbenchmark.com/Intel Core i7 4790/Rating/2293
CPU,,Intel,E3 1230 v5,208,76.3,1738,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR XeonR CPU E3 1230 v5   340GHz
CPU,BX80684I38100,Intel,i3 8100,209,76.2,110399,https://cpu.userbenchmark.com/Intel Core i3 8100/Rating/3942
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,210,76.2,701280,https://cpu.userbenchmark.com/AMD Ryzen 5 2600/Rating/3955
CPU,,AMD,Ryzen 7 4800U,211,76.2,1581,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD Ryzen 7 4800U with Radeon Graphics
CPU,FH8067703417418,Intel,i7 8706G,212,76.2,185,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR CoreTM i7 8706G CPU   310GHz
CPU,BX80619I73930K,Intel,i7 3930K,213,76.1,34008,https://cpu.userbenchmark.com/Intel Core i7 3930K/Rating/1487
CPU,CL8068403373614,Intel,i5 8400H,214,76.1,1036,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR CoreTM i5 8400H CPU   250GHz
CPU,BX80637I73770K,Intel,i7 3770K,215,76,127656,https://cpu.userbenchmark.com/Intel Core i7 3770K/Rating/1317
CPU,CM8068403358913,Intel,i5 8400T,216,75.9,3703,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR CoreTM i5 8400T CPU   170GHz
CPU,,Intel,i7 5850HQ,217,75.8,53,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR CoreTM i7 5850HQ CPU   270GHz
CPU,,Intel,X5690,218,75.8,4501,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR XeonR CPU           X5690    347GHz
CPU,BX80637I53570K,Intel,i5 3570K,219,75.8,164020,https://cpu.userbenchmark.com/Intel Core i5 3570K/Rating/1316
CPU,,Intel,i5 11300H,220,75.7,2768,https://cpu.userbenchmark.com/SpeedTest/1504890/11th Gen IntelR CoreTM i5 11300H   310GHz
CPU,100 100000284BOX,AMD,Ryzen 3 3100,221,75.7,40929,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD Ryzen 3 3100 4 Core Processor
CPU,YD190XA8AEWOF,AMD,Ryzen TR 1900X,222,75.7,5992,https://cpu.userbenchmark.com/SpeedTest/340638/AMD Ryzen Threadripper 1900X 8 Core Processor
CPU,BX80662I76700,Intel,i7 6700,223,75.5,256634,https://cpu.userbenchmark.com/Intel Core i7 6700/Rating/3515
CPU,BX80646E31241V3,Intel,E3 1241 v3,224,75.5,3356,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR XeonR CPU E3 1241 v3   350GHz
CPU,YD180XBCAEWOF,AMD,Ryzen 7 1800X,225,75.4,84624,https://cpu.userbenchmark.com/AMD Ryzen 7 1800X/Rating/3916
CPU,,Intel,i7 980,226,75.3,2048,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR CoreTM i7 CPU         980    333GHz
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,227,75.3,2549,https://cpu.userbenchmark.com/SpeedTest/560423/AMD Ryzen Threadripper 2990WX 32 Core Processor
CPU,BX80677I57500,Intel,i5 7500,228,75.3,137407,https://cpu.userbenchmark.com/Intel Core i5 7500/Rating/3648
CPU,BX80646I74770,Intel,i7 4770,229,75.3,164760,https://cpu.userbenchmark.com/Intel Core i7 4770/Rating/1978
CPU,YD192XA8AEWOF,AMD,Ryzen TR 1920X,230,75.2,9556,https://cpu.userbenchmark.com/AMD Ryzen TR 1920X/Rating/3934
CPU,BX80646E31231V3,Intel,E3 1231 v3,231,75.2,17081,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR XeonR CPU E3 1231 v3   340GHz
CPU,BX80646I74771,Intel,i7 4771,232,75.2,10522,https://cpu.userbenchmark.com/Intel Core i7 4771/Rating/2008
CPU,BX80623I72600K,Intel,i7 2600K,233,75.2,139113,https://cpu.userbenchmark.com/Intel Core i7 2600K/Rating/621
CPU,,Intel,i5 2550K,234,75,2532,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR CoreTM i5 2550K CPU   340GHz
CPU,BX80623I72700K,Intel,i7 2700K,235,74.9,19973,https://cpu.userbenchmark.com/Intel Core i7 2700K/Rating/1985
CPU,100 000000084,AMD,Ryzen 5 4500U,236,74.9,22191,https://cpu.userbenchmark.com/SpeedTest/1052299/AMD Ryzen 5 4500U with Radeon Graphics
CPU,BX80677I57600T,Intel,i5 7600T,237,74.9,372,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR CoreTM i5 7600T CPU   280GHz
CPU,,Intel,E5 2687W 0,238,74.8,732,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR XeonR CPU E5 2687W 0   310GHz
CPU,,Intel,i7 4790S,239,74.8,13095,https://cpu.userbenchmark.com/SpeedTest/13424/IntelR CoreTM i7 4790S CPU   320GHz
CPU,YD195XA8AEWOF,AMD,Ryzen TR 1950X,240,74.8,22480,https://cpu.userbenchmark.com/AMD Ryzen TR 1950X/Rating/3932
CPU,,Intel,i5 4670,241,74.7,44445,https://cpu.userbenchmark.com/SpeedTest/630/IntelR CoreTM i5 4670 CPU   340GHz
CPU,BX80646E31230V3,Intel,E3 1230 v3,242,74.4,7400,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR XeonR CPU E3 1230 v3   330GHz
CPU,,Intel,E3 1240 v3,243,74.4,2366,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR XeonR CPU E3 1240 v3   340GHz
CPU,,Intel,E3 1270 V2,244,74.4,2854,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR XeonR CPU E3 1270 V2   350GHz
CPU,YD1600BBAFBOX,AMD,Ryzen 5 1600AF,245,74.4,74236,https://cpu.userbenchmark.com/SpeedTest/563877/AMD Ryzen 5 1600 Six Core Processor
CPU,YD2700BBAFBOX,AMD,Ryzen 7 2700,246,74.4,135679,https://cpu.userbenchmark.com/AMD Ryzen 7 2700/Rating/3957
CPU,,Intel,i5 1145G7,247,74.4,1065,https://cpu.userbenchmark.com/SpeedTest/1345527/11th Gen IntelR CoreTM i5 1145G7   260GHz
CPU,FH8068403419522,Intel,i5 8259U,248,74.3,3366,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR CoreTM i5 8259U CPU   230GHz
CPU,,Intel,E3 1275 V2,249,74.3,389,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR XeonR CPU E3 1275 V2   350GHz
CPU,,Intel,E5 1650 0,250,74.3,9220,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR XeonR CPU E5 1650 0   320GHz
CPU,BX80646E31246V3,Intel,E3 1246 v3,251,74.2,2405,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR XeonR CPU E3 1246 v3   350GHz
CPU,BX80623I52500K,Intel,i5 2500K,252,74.1,159420,https://cpu.userbenchmark.com/Intel Core i5 2500K/Rating/619
CPU,BX80662I56600,Intel,i5 6600,253,74.1,84329,https://cpu.userbenchmark.com/Intel Core i5 6600/Rating/3514
CPU,BX80637I73770,Intel,i7 3770,254,74.1,247615,https://cpu.userbenchmark.com/Intel Core i7 3770/Rating/1979
CPU,,AMD,Ryzen 7 5800U,255,74,402,https://cpu.userbenchmark.com/SpeedTest/1433044/AMD Ryzen 7 5800U with Radeon Graphics
CPU,BX80633I74820K,Intel,i7 4820K,256,74,20720,https://cpu.userbenchmark.com/Intel Core i7 4820K/Rating/1675
CPU,,Intel,i5 9300H,257,73.9,93820,https://cpu.userbenchmark.com/SpeedTest/744904/IntelR CoreTM i5 9300H CPU   240GHz
CPU,,AMD,Ryzen 7 5700U,258,73.9,4448,https://cpu.userbenchmark.com/SpeedTest/1482042/AMD Ryzen 7 5700U with Radeon Graphics
CPU,,Intel,E3 1240 V2,259,73.8,4541,https://cpu.userbenchmark.com/SpeedTest/5484/IntelR XeonR CPU E3 1240 V2   340GHz
CPU,YD170XBCAEWOF,AMD,Ryzen 7 1700X,260,73.8,125790,https://cpu.userbenchmark.com/AMD Ryzen 7 1700X/Rating/3915
CPU,YD160XBCAEWOF,AMD,Ryzen 5 1600X,261,73.7,142605,https://cpu.userbenchmark.com/AMD Ryzen 5 1600X/Rating/3920
CPU,,Intel,i5 3570,262,73.6,75164,https://cpu.userbenchmark.com/SpeedTest/793/IntelR CoreTM i5 3570 CPU   340GHz
CPU,,Intel,i5 4670S,263,73.6,1387,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR CoreTM i5 4670S CPU   310GHz
CPU,100 000000105,AMD,Ryzen 5 4600U,264,73.6,420,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD Ryzen 5 4600U with Radeon Graphics
CPU,,Intel,i7 1165G7,265,73.4,26782,https://cpu.userbenchmark.com/SpeedTest/1195374/11th Gen IntelR CoreTM i7 1165G7   280GHz
CPU,,Intel,i7 4770S,266,73.4,12307,https://cpu.userbenchmark.com/SpeedTest/2123/IntelR CoreTM i7 4770S CPU   310GHz
CPU,CL8068403373522,Intel,i5 8300H,267,73.3,157009,https://cpu.userbenchmark.com/SpeedTest/425634/IntelR CoreTM i5 8300H CPU   230GHz
CPU,,Intel,i7 7820HK,268,73.2,16037,https://cpu.userbenchmark.com/SpeedTest/224965/IntelR CoreTM i7 7820HK CPU   290GHz
CPU,BX80646I54590,Intel,i5 4590,269,73.2,134322,https://cpu.userbenchmark.com/Intel Core i5 4590/Rating/2604
CPU,,Intel,i7 970,270,73.2,3633,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR CoreTM i7 CPU         970    320GHz
CPU,,Intel,E3 1245 V2,271,73.1,1897,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR XeonR CPU E3 1245 V2   340GHz
CPU,BX80677I77700T,Intel,i7 7700T,272,73.1,6110,https://cpu.userbenchmark.com/SpeedTest/232624/IntelR CoreTM i7 7700T CPU   290GHz
CPU,,Intel,E3 1230 V2,273,73,7020,https://cpu.userbenchmark.com/SpeedTest/652/IntelR XeonR CPU E3 1230 V2   330GHz
CPU,BX80701G6600,Intel,G6600,274,72.9,27,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR PentiumR Gold G6600 CPU   420GHz
CPU,,Intel,E5 1620 v2,275,72.9,8937,https://cpu.userbenchmark.com/SpeedTest/8354/IntelR XeonR CPU E5 1620 v2   370GHz
CPU,,Intel,E5 2690 v2,276,72.9,677,https://cpu.userbenchmark.com/SpeedTest/13436/IntelR XeonR CPU E5 2690 v2   300GHz
CPU,,Intel,i7 8705G,277,72.8,5267,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR CoreTM i7 8705G CPU   310GHz
CPU,,Intel,E3 1220 v5,278,72.7,983,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR XeonR CPU E3 1220 v5   300GHz
CPU,,Intel,E3 1265L v3,279,72.7,128,https://cpu.userbenchmark.com/SpeedTest/20266/IntelR XeonR CPU E3 1265L v3   250GHz
CPU,,Intel,E3 1226 v3,280,72.6,1777,https://cpu.userbenchmark.com/SpeedTest/18482/IntelR XeonR CPU E3 1226 v3   330GHz
CPU,,Intel,i5 6600T,281,72.6,972,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR CoreTM i5 6600T CPU   270GHz
CPU,,Intel,i7 3820,282,72.5,38806,https://cpu.userbenchmark.com/SpeedTest/739/IntelR CoreTM i7 3820 CPU   360GHz
CPU,,Intel,i5 8279U,283,72.5,348,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR CoreTM i5 8279U CPU   240GHz
CPU,BX80646I54570,Intel,i5 4570,284,72.4,116945,https://cpu.userbenchmark.com/Intel Core i5 4570/Rating/2770
CPU,YD3400C5FHBOX,AMD,Ryzen 5 3400G,285,72.4,75605,https://cpu.userbenchmark.com/SpeedTest/825156/AMD Ryzen 5 3400G with Radeon Vega Graphics
CPU,,Intel,i7 1185G7,286,72.3,4635,https://cpu.userbenchmark.com/SpeedTest/1268967/11th Gen IntelR CoreTM i7 1185G7   300GHz
CPU,,Intel,E3 1245 v3,287,72.3,2368,https://cpu.userbenchmark.com/SpeedTest/4697/IntelR XeonR CPU E3 1245 v3   340GHz
CPU,,Intel,X5660,288,72.3,6043,https://cpu.userbenchmark.com/SpeedTest/17750/IntelR XeonR CPU           X5660    280GHz
CPU,BX80623I72600,Intel,i7 2600,289,72.2,158627,https://cpu.userbenchmark.com/Intel Core i7 2600/Rating/620
CPU,,Intel,i5 3550,290,72.1,21462,https://cpu.userbenchmark.com/SpeedTest/846/IntelR CoreTM i5 3550 CPU   330GHz
CPU,YD250XBBM4KAF,AMD,Ryzen 5 2500X,291,72.1,1608,https://cpu.userbenchmark.com/SpeedTest/567224/AMD Ryzen 5 2500X Processor
CPU,,Intel,E31270,292,72,2578,https://cpu.userbenchmark.com/SpeedTest/5604/IntelR XeonR CPU E31270   340GHz
CPU,,Intel,W3570,293,71.9,395,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR XeonR CPU           W3570    320GHz
CPU,BX80677I37320,Intel,i3 7320,294,71.9,387,https://cpu.userbenchmark.com/Intel Core i3 7320/Rating/3888
CPU,BX80677I57400,Intel,i5 7400,295,71.9,217562,https://cpu.userbenchmark.com/Intel Core i5 7400/Rating/3886
CPU,,Intel,i5 1135G7,296,71.9,28264,https://cpu.userbenchmark.com/SpeedTest/1286124/11th Gen IntelR CoreTM i5 1135G7   240GHz
CPU,,Intel,i7 3770S,297,71.8,8709,https://cpu.userbenchmark.com/SpeedTest/2218/IntelR CoreTM i7 3770S CPU   310GHz
CPU,,Intel,i5 4590S,298,71.8,11106,https://cpu.userbenchmark.com/SpeedTest/13459/IntelR CoreTM i5 4590S CPU   300GHz
CPU,CM8066201920202,Intel,i7 6700T,299,71.7,8212,https://cpu.userbenchmark.com/SpeedTest/36439/IntelR CoreTM i7 6700T CPU   280GHz
CPU,,Intel,i5 8305G,300,71.6,342,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR CoreTM i5 8305G CPU   280GHz
CPU,,Intel,E3 1225 v3,301,71.4,4198,https://cpu.userbenchmark.com/SpeedTest/12983/IntelR XeonR CPU E3 1225 v3   320GHz
CPU,,Intel,E5 1620 0,302,71.4,14905,https://cpu.userbenchmark.com/SpeedTest/2930/IntelR XeonR CPU E5 1620 0   360GHz
CPU,,Intel,i7 975,303,71.3,2675,https://cpu.userbenchmark.com/SpeedTest/941/IntelR CoreTM i7 CPU         975    333GHz
CPU,,Intel,E3 1240,304,71.2,1962,https://cpu.userbenchmark.com/SpeedTest/5243/IntelR XeonR CPU E31240   330GHz
CPU,,Intel,E3 1220 v3,305,71.2,4308,https://cpu.userbenchmark.com/SpeedTest/5983/IntelR XeonR CPU E3 1220 v3   310GHz
CPU,BX80662I56500,Intel,i5 6500,306,71.1,232811,https://cpu.userbenchmark.com/Intel Core i5 6500/Rating/3513
CPU,BX80701G6500,Intel,G6500,307,71.1,76,https://cpu.userbenchmark.com/SpeedTest/1323006/IntelR PentiumR Gold G6500 CPU   410GHz
CPU,,AMD,Ryzen 5 5600U,308,71.1,343,https://cpu.userbenchmark.com/SpeedTest/1461589/AMD Ryzen 5 5600U with Radeon Graphics
CPU,CM8068403377415,Intel,i3 8100T,309,71.1,1533,https://cpu.userbenchmark.com/SpeedTest/509371/IntelR CoreTM i3 8100T CPU   310GHz
CPU,BX80637I53470,Intel,i5 3470,310,71.1,201336,https://cpu.userbenchmark.com/Intel Core i5 3470/Rating/2771
CPU,,Intel,i5 2500,311,70.8,77660,https://cpu.userbenchmark.com/SpeedTest/517/IntelR CoreTM i5 2500 CPU   330GHz
CPU,,Intel,E3 1225 V2,312,70.8,2485,https://cpu.userbenchmark.com/SpeedTest/5015/IntelR XeonR CPU E3 1225 V2   320GHz
CPU,,Intel,i5 2450P,313,70.7,210,https://cpu.userbenchmark.com/SpeedTest/2795/IntelR CoreTM i5 2450P CPU   320GHz
CPU,YD1700BBAEBOX,AMD,Ryzen 7 1700,314,70.7,204804,https://cpu.userbenchmark.com/AMD Ryzen 7 1700/Rating/3917
CPU,,Intel,E3 1220 V2,315,70.7,3278,https://cpu.userbenchmark.com/SpeedTest/3482/IntelR XeonR CPU E3 1220 V2   310GHz
CPU,,Intel,i5 3450,316,70.6,26070,https://cpu.userbenchmark.com/SpeedTest/161/IntelR CoreTM i5 3450 CPU   310GHz
CPU,,Intel,i7 4790T,317,70.6,853,https://cpu.userbenchmark.com/SpeedTest/13586/IntelR CoreTM i7 4790T CPU   270GHz
CPU,,Intel,i7 4940MX,318,70.5,2081,https://cpu.userbenchmark.com/SpeedTest/9756/IntelR CoreTM i7 4940MX CPU   310GHz
CPU,YD1600BBAEBOX,AMD,Ryzen 5 1600,319,70.5,368425,https://cpu.userbenchmark.com/AMD Ryzen 5 1600/Rating/3919
CPU,,Intel,i5 4570S,320,70.3,9860,https://cpu.userbenchmark.com/SpeedTest/5965/IntelR CoreTM i5 4570S CPU   290GHz
CPU,,Intel,i7 10710U,321,70.2,6447,https://cpu.userbenchmark.com/SpeedTest/900004/IntelR CoreTM i7 10710U CPU   110GHz
CPU,,Intel,i7 3940XM,322,70.2,1870,https://cpu.userbenchmark.com/SpeedTest/7092/IntelR CoreTM i7 3940XM CPU   300GHz
CPU,BX80701G6400,Intel,G6400,323,70.2,1710,https://cpu.userbenchmark.com/SpeedTest/1221579/IntelR PentiumR Gold G6400 CPU   400GHz
CPU,BX80646I54460,Intel,i5 4460,324,70.2,228506,https://cpu.userbenchmark.com/Intel Core i5 4460/Rating/2310
CPU,,Intel,i7 4770T,325,70.1,554,https://cpu.userbenchmark.com/SpeedTest/4415/IntelR CoreTM i7 4770T CPU   250GHz
CPU,,Intel,X5667,326,70.1,315,https://cpu.userbenchmark.com/SpeedTest/21709/IntelR XeonR CPU           X5667    307GHz
CPU,YD3200C5FHBOX,AMD,Ryzen 3 3200G,327,70,94341,https://cpu.userbenchmark.com/SpeedTest/824486/AMD Ryzen 3 3200G with Radeon Vega Graphics
CPU,,Intel,X5650,328,69.9,12707,https://cpu.userbenchmark.com/SpeedTest/355/IntelR XeonR CPU           X5650    267GHz
CPU,,Intel,i7 880,329,69.9,766,https://cpu.userbenchmark.com/SpeedTest/15321/IntelR CoreTM i7 CPU         880    307GHz
CPU,100 000000085,AMD,Ryzen 3 4300U,330,69.8,3046,https://cpu.userbenchmark.com/SpeedTest/1135301/AMD Ryzen 3 4300U with Radeon Graphics
CPU,BX80677I57500T,Intel,i5 7500T,331,69.8,4405,https://cpu.userbenchmark.com/SpeedTest/218898/IntelR CoreTM i5 7500T CPU   270GHz
CPU,,Intel,E31230,332,69.7,1766,https://cpu.userbenchmark.com/SpeedTest/6750/IntelR XeonR CPU E31230   320GHz
CPU,BX80677I37350K,Intel,i3 7350K,333,69.7,3460,https://cpu.userbenchmark.com/Intel Core i3 7350K/Rating/3889
CPU,BX80646I54440,Intel,i5 4440,334,69.6,75162,https://cpu.userbenchmark.com/Intel Core i5 4440/Rating/1993
CPU,,Intel,E31220,335,69.6,2471,https://cpu.userbenchmark.com/SpeedTest/6171/IntelR XeonR CPU E31220   310GHz
CPU,,Intel,E5 2630 v3,336,69.5,1270,https://cpu.userbenchmark.com/SpeedTest/22651/IntelR XeonR CPU E5 2630 v3   240GHz
CPU,,Intel,i7 7700HQ,337,69.5,470004,https://cpu.userbenchmark.com/SpeedTest/211019/IntelR CoreTM i7 7700HQ CPU   280GHz
CPU,,Intel,i7 4930MX,338,69.5,1372,https://cpu.userbenchmark.com/SpeedTest/2453/IntelR CoreTM i7 4930MX CPU   300GHz
CPU,,Intel,i7 6920HQ,339,69.4,2476,https://cpu.userbenchmark.com/SpeedTest/56225/IntelR CoreTM i7 6920HQ CPU   290GHz
CPU,,Intel,i7 6820HK,340,69.4,18522,https://cpu.userbenchmark.com/SpeedTest/36404/IntelR CoreTM i7 6820HK CPU   270GHz
CPU,,Intel,E5 2643 0,341,69.4,872,https://cpu.userbenchmark.com/SpeedTest/3389/IntelR XeonR CPU E5 2643 0   330GHz
CPU,BX80677I37300,Intel,i3 7300,342,69.3,1446,https://cpu.userbenchmark.com/Intel Core i3 7300/Rating/3893
CPU,,Intel,i7 K 875,343,69.2,1986,https://cpu.userbenchmark.com/SpeedTest/476/IntelR CoreTM i7 CPU       K 875    293GHz
CPU,,Intel,X3470,344,69.2,7025,https://cpu.userbenchmark.com/SpeedTest/24530/IntelR XeonR CPU           X3470    293GHz
CPU,,Intel,i3 7101E,345,69.1,10,https://cpu.userbenchmark.com/SpeedTest/325269/IntelR CoreTM i3 7101E CPU   390GHz
CPU,,Intel,i7 7920HQ,346,69.1,1081,https://cpu.userbenchmark.com/SpeedTest/243546/IntelR CoreTM i7 7920HQ CPU   310GHz
CPU,,Intel,E31225,347,69.1,3023,https://cpu.userbenchmark.com/SpeedTest/4210/IntelR XeonR CPU E31225   310GHz
CPU,BX80637I53450S,Intel,i5 3450S,348,69,1414,https://cpu.userbenchmark.com/SpeedTest/2071/IntelR CoreTM i5 3450S CPU   280GHz
CPU,BX80662I56400,Intel,i5 6400,349,69,162230,https://cpu.userbenchmark.com/Intel Core i5 6400/Rating/3512
CPU,BX80623I52400,Intel,i5 2400,350,69,151269,https://cpu.userbenchmark.com/Intel Core i5 2400/Rating/803
CPU,,Intel,i7 5700HQ,351,68.9,12788,https://cpu.userbenchmark.com/SpeedTest/30103/IntelR CoreTM i7 5700HQ CPU   270GHz
CPU,,Intel,i5 3470S,352,68.9,12584,https://cpu.userbenchmark.com/SpeedTest/6387/IntelR CoreTM i5 3470S CPU   290GHz
CPU,,Intel,i5 3475S,353,68.9,1219,https://cpu.userbenchmark.com/SpeedTest/10117/IntelR CoreTM i5 3475S CPU   290GHz
CPU,YD150XBBAEBOX,AMD,Ryzen 5 1500X,354,68.9,51903,https://cpu.userbenchmark.com/AMD Ryzen 5 1500X/Rating/3921
CPU,,Intel,i5 4430,355,68.8,23328,https://cpu.userbenchmark.com/SpeedTest/1920/IntelR CoreTM i5 4430 CPU   300GHz
CPU,,Intel,X5570,356,68.8,1227,https://cpu.userbenchmark.com/SpeedTest/12230/IntelR XeonR CPU           X5570    293GHz
CPU,BX80662I36320,Intel,i3 6320,357,68.8,1703,https://cpu.userbenchmark.com/Intel Core i3 6320/Rating/3535
CPU,,Intel,i7 3920XM,358,68.6,678,https://cpu.userbenchmark.com/SpeedTest/5061/IntelR CoreTM i7 3920XM CPU   290GHz
CPU,BX80684G5600,Intel,G5600,359,68.6,656,https://cpu.userbenchmark.com/SpeedTest/469126/IntelR PentiumR Gold G5600 CPU   390GHz
CPU,,Intel,i7 7820HQ,360,68.5,11997,https://cpu.userbenchmark.com/SpeedTest/185229/IntelR CoreTM i7 7820HQ CPU   290GHz
CPU,,Intel,E3 1505M v6,361,68.4,3303,https://cpu.userbenchmark.com/SpeedTest/233404/IntelR XeonR CPU E3 1505M v6   300GHz
CPU,,Intel,i5 4460S,362,68.4,9633,https://cpu.userbenchmark.com/SpeedTest/14679/IntelR CoreTM i5 4460S CPU   290GHz
CPU,,Intel,i5 3350P,363,68.3,20816,https://cpu.userbenchmark.com/SpeedTest/3018/IntelR CoreTM i5 3350P CPU   310GHz
CPU,,Intel,i5 7300HQ,364,68.2,159577,https://cpu.userbenchmark.com/SpeedTest/223877/IntelR CoreTM i5 7300HQ CPU   250GHz
CPU,BX80621E52670,Intel,E5 2670,365,68.2,4097,https://cpu.userbenchmark.com/SpeedTest/18501/IntelR XeonR CPU E5 2670 0   260GHz
CPU,,Intel,i5 2320,366,68.2,28741,https://cpu.userbenchmark.com/SpeedTest/1735/IntelR CoreTM i5 2320 CPU   300GHz
CPU,BX80684G5500,Intel,G5500,367,68.1,820,https://cpu.userbenchmark.com/SpeedTest/484140/IntelR PentiumR Gold G5500 CPU   380GHz
CPU,,Intel,i7 960,368,68,15589,https://cpu.userbenchmark.com/SpeedTest/778/IntelR CoreTM i7 CPU         960    320GHz
CPU,,Intel,i7 4960HQ,369,67.8,279,https://cpu.userbenchmark.com/SpeedTest/9629/IntelR CoreTM i7 4960HQ CPU   260GHz
CPU,,Intel,i5 3340,370,67.7,6112,https://cpu.userbenchmark.com/SpeedTest/2710/IntelR CoreTM i5 3340 CPU   310GHz
CPU,,Intel,i7 870,371,67.7,35221,https://cpu.userbenchmark.com/SpeedTest/961/IntelR CoreTM i7 CPU         870    293GHz
