Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,T4400,1121,35.1,6356,https://cpu.userbenchmark.com/SpeedTest/1886/PentiumR Dual Core CPU       T4400    220GHz
CPU,,Intel,Dual T3100,1122,35.1,921,https://cpu.userbenchmark.com/SpeedTest/1715/CeleronR Dual Core CPU       T3100    190GHz
CPU,,Intel,T6570,1123,35.1,2691,https://cpu.userbenchmark.com/SpeedTest/438/IntelR CoreTM2 CPU     T6570    210GHz
CPU,,AMD,Athlon 64 X2 Dual 3800+,1124,35,2571,https://cpu.userbenchmark.com/SpeedTest/2362/AMD Athlontm 64 X2 Dual Core Processor 3800 
CPU,,Intel,T7250,1125,34.8,3414,https://cpu.userbenchmark.com/SpeedTest/1781/IntelR CoreTM2 CPU     T7250    200GHz
CPU,,Intel,T5800,1126,34.7,2937,https://cpu.userbenchmark.com/SpeedTest/2272/IntelR CoreTM2 CPU     T5800    200GHz
CPU,,Intel,T4200,1127,34.7,5088,https://cpu.userbenchmark.com/SpeedTest/451/PentiumR Dual Core CPU       T4200    200GHz
CPU,,Intel,Dual E2200,1128,34.6,8026,https://cpu.userbenchmark.com/SpeedTest/1712/IntelR PentiumR Dual  CPU  E2200    220GHz
CPU,,AMD,Athlon 64 3400+,1129,34.6,29,https://cpu.userbenchmark.com/SpeedTest/1056/AMD Athlontm 64 Processor 3400 
CPU,,AMD,A4 3300M APU,1130,34.6,1876,https://cpu.userbenchmark.com/SpeedTest/12812/AMD A4 3300M APU with Radeontm HD Graphics
CPU,,Intel,E4400,1131,34.6,1369,https://cpu.userbenchmark.com/SpeedTest/3549/IntelR CoreTM2 CPU     E4400    200GHz
CPU,,AMD,Athlon II M320,1132,34.6,861,https://cpu.userbenchmark.com/SpeedTest/4506/AMD Athlontm II Dual Core M320
CPU,,Intel,T7400,1133,34.5,607,https://cpu.userbenchmark.com/SpeedTest/5780/IntelR CoreTM2 CPU         T7400    216GHz
CPU,,Intel,E4500,1134,34.5,8352,https://cpu.userbenchmark.com/SpeedTest/65/IntelR CoreTM2 CPU     E4500    220GHz
CPU,,Intel,4400,1135,34.5,1833,https://cpu.userbenchmark.com/SpeedTest/5093/IntelR CoreTM2 CPU          4400    200GHz
CPU,,AMD,V140,1136,34.5,733,https://cpu.userbenchmark.com/SpeedTest/1003/AMD V140 Processor
CPU,FH8068003067408,Intel,N4100,1137,34.3,5007,https://cpu.userbenchmark.com/SpeedTest/407836/IntelR CeleronR N4100 CPU   110GHz
CPU,,Intel,J4205,1138,34.3,931,https://cpu.userbenchmark.com/SpeedTest/221469/IntelR PentiumR CPU J4205   150GHz
CPU,,AMD,A8 7100 APU (2014 M.Ka),1139,34.3,970,https://cpu.userbenchmark.com/SpeedTest/20429/AMD A8 7100 Radeon R5 8 Compute Cores 4C 4G
CPU,,Intel,N3510,1140,34.2,371,https://cpu.userbenchmark.com/SpeedTest/11120/IntelR PentiumR CPU  N3510    199GHz
CPU,,Intel,Z3775,1141,34.1,866,https://cpu.userbenchmark.com/SpeedTest/12464/IntelR AtomTM CPU  Z3775    146GHz
CPU,,Intel,L9300,1142,34.1,124,https://cpu.userbenchmark.com/SpeedTest/5639/IntelR CoreTM2 CPU     L9300    160GHz
CPU,,AMD,V120,1143,34.1,555,https://cpu.userbenchmark.com/SpeedTest/5365/AMD V120 Processor
CPU,,Intel,L7500,1144,34,192,https://cpu.userbenchmark.com/SpeedTest/6265/IntelR CoreTM2 CPU     L7500    160GHz
CPU,,Intel,T7100,1145,34,1251,https://cpu.userbenchmark.com/SpeedTest/2268/IntelR CoreTM2 CPU     T7100    180GHz
CPU,,Intel,Dual T3400,1146,33.8,2523,https://cpu.userbenchmark.com/SpeedTest/5174/IntelR PentiumR Dual  CPU  T3400    216GHz
CPU,,Intel,Dual E2180,1147,33.8,7094,https://cpu.userbenchmark.com/SpeedTest/814/IntelR PentiumR Dual  CPU  E2180    200GHz
CPU,,AMD,Turion X2 Ultra Mobile ZM 82,1148,33.7,208,https://cpu.userbenchmark.com/SpeedTest/2211/AMD Turiontm X2 Ultra Dual Core Mobile ZM 82
CPU,,AMD,Turion 64 X2 Mobile Technology TL 60,1149,33.7,1050,https://cpu.userbenchmark.com/SpeedTest/2315/AMD Turiontm 64 X2 Mobile Technology TL 60
CPU,,AMD,Athlon 64 3000+,1150,33.7,289,https://cpu.userbenchmark.com/SpeedTest/5460/AMD Athlontm 64 Processor 3000 
CPU,,Intel,U9600,1151,33.7,313,https://cpu.userbenchmark.com/SpeedTest/4270/IntelR CoreTM2 CPU     U9600    160GHz
CPU,,Intel,N4200,1152,33.6,11388,https://cpu.userbenchmark.com/SpeedTest/196248/IntelR PentiumR CPU N4200   110GHz
CPU,,AMD,Athlon 64 3500+,1153,33.6,453,https://cpu.userbenchmark.com/SpeedTest/2498/AMD Athlontm 64 Processor 3500 
CPU,,Intel,4300,1154,33.6,2374,https://cpu.userbenchmark.com/SpeedTest/977/IntelR CoreTM2 CPU          4300    180GHz
CPU,,Intel,T5850,1155,33.4,440,https://cpu.userbenchmark.com/SpeedTest/6522/IntelR CoreTM2 CPU     T5850    216GHz
CPU,,Intel,U9400,1156,33.4,518,https://cpu.userbenchmark.com/SpeedTest/12007/IntelR CoreTM2 CPU     U9400    140GHz
CPU,,Intel,T7200,1157,33.4,2222,https://cpu.userbenchmark.com/SpeedTest/248/IntelR CoreTM2 CPU         T7200    200GHz
CPU,,AMD,Athlon 64 X2 Dual 3600+,1158,33.2,686,https://cpu.userbenchmark.com/SpeedTest/5235/AMD Athlontm 64 X2 Dual Core Processor 3600 
CPU,,Intel,T2500,1159,33.2,386,https://cpu.userbenchmark.com/SpeedTest/1958/Genuine IntelR CPU           T2500    200GHz
CPU,,Intel,T2600,1160,33.1,143,https://cpu.userbenchmark.com/SpeedTest/4124/Genuine IntelR CPU           T2600    216GHz
CPU,,AMD,A4 3305M APU,1161,33,1393,https://cpu.userbenchmark.com/SpeedTest/6638/AMD A4 3305M APU with Radeontm HD Graphics
CPU,,Intel,Dual E2160,1162,33,4352,https://cpu.userbenchmark.com/SpeedTest/2113/IntelR PentiumR Dual  CPU  E2160    180GHz
CPU,,Intel,Dual T3200,1163,33,1874,https://cpu.userbenchmark.com/SpeedTest/2235/IntelR PentiumR Dual  CPU  T3200    200GHz
CPU,,AMD,Athlon 64 3800+,1164,33,278,https://cpu.userbenchmark.com/SpeedTest/2391/AMD Athlontm 64 Processor 3800 
CPU,,AMD,A6 4455M APU,1165,33,1526,https://cpu.userbenchmark.com/SpeedTest/5941/AMD A6 4455M APU with Radeontm HD Graphics
CPU,,Intel,D 3.40GHz,1166,32.9,3554,https://cpu.userbenchmark.com/SpeedTest/5820/IntelR PentiumR D CPU 340GHz
CPU,,AMD,A10 7300 APU (2014 M.Ka),1167,32.9,5524,https://cpu.userbenchmark.com/SpeedTest/11662/AMD A10 7300 Radeon R6 10 Compute Cores 4C 6G
CPU,,AMD,Athlon II M300,1168,32.9,1167,https://cpu.userbenchmark.com/SpeedTest/5992/AMD Athlontm II Dual Core M300
CPU,,Intel,T5750,1169,32.9,1873,https://cpu.userbenchmark.com/SpeedTest/6581/IntelR CoreTM2 CPU     T5750    200GHz
CPU,,Intel,T2400,1170,32.8,689,https://cpu.userbenchmark.com/SpeedTest/6584/Genuine IntelR CPU           T2400    183GHz
CPU,,Intel,4 3.80GHz,1171,32.8,113,https://cpu.userbenchmark.com/SpeedTest/11003/              IntelR PentiumR 4 CPU 380GHz
CPU,,Intel,N2920,1172,32.7,1435,https://cpu.userbenchmark.com/SpeedTest/8725/IntelR CeleronR CPU  N2920    186GHz
CPU,,Intel,T5500,1173,32.7,1548,https://cpu.userbenchmark.com/SpeedTest/2561/IntelR CoreTM2 CPU         T5500    166GHz
CPU,,Intel,Z3770,1174,32.6,163,https://cpu.userbenchmark.com/SpeedTest/5592/IntelR AtomTM CPU  Z3770    146GHz
CPU,,Intel,T5550,1175,32.6,1350,https://cpu.userbenchmark.com/SpeedTest/1673/IntelR CoreTM2 CPU     T5550    183GHz
CPU,,Intel,T5600,1176,32.6,1211,https://cpu.userbenchmark.com/SpeedTest/6306/IntelR CoreTM2 CPU         T5600    183GHz
CPU,,AMD,Athlon 64 4000+,1177,32.5,59,https://cpu.userbenchmark.com/SpeedTest/10241/AMD Athlontm 64 Processor 4000 
CPU,,AMD,A4 4355M APU,1178,32.5,392,https://cpu.userbenchmark.com/SpeedTest/10814/AMD A4 4355M APU with Radeontm HD Graphics
CPU,,AMD,Turion 64 X2 Mobile Technology TL 58,1179,32.5,500,https://cpu.userbenchmark.com/SpeedTest/817/AMD Turiontm 64 X2 Mobile Technology TL 58
CPU,,Intel,T2300,1180,32.4,922,https://cpu.userbenchmark.com/SpeedTest/2474/Genuine IntelR CPU           T2300    166GHz
CPU,,AMD,Turion 64 Mobile Technology ML 32,1181,32.4,20,https://cpu.userbenchmark.com/SpeedTest/10530/AMD Turiontm 64 Mobile Technology ML 32
CPU,,AMD,A9 9425 APU (2016 M.SR),1182,32.4,14103,https://cpu.userbenchmark.com/SpeedTest/496441/AMD A9 9425 RADEON R5 5 COMPUTE CORES 2C 3G
CPU,,AMD,A9 9420 APU (2016 M.SR),1183,32.3,13825,https://cpu.userbenchmark.com/SpeedTest/297050/AMD A9 9420 RADEON R5 5 COMPUTE CORES 2C 3G
CPU,,AMD,A9 9400 APU (2016 M.SR),1184,32.3,1657,https://cpu.userbenchmark.com/SpeedTest/188753/AMD A9 9400 RADEON R5 5 COMPUTE CORES 2C 3G
CPU,,Intel,T5450,1185,32.2,1232,https://cpu.userbenchmark.com/SpeedTest/5075/IntelR CoreTM2 CPU     T5450    166GHz
CPU,,AMD,A9 9410 APU (2016 M.SR),1186,32.1,5402,https://cpu.userbenchmark.com/SpeedTest/137162/AMD A9 9410 RADEON R5 5 COMPUTE CORES 2C 3G
CPU,,AMD,Athlon 64 3200+,1187,32,870,https://cpu.userbenchmark.com/SpeedTest/7063/AMD Athlontm 64 Processor 3200 
CPU,,AMD,A6 5200 APU,1188,31.9,9632,https://cpu.userbenchmark.com/SpeedTest/4574/AMD A6 5200 APU with RadeonTM HD Graphics
CPU,AM9210AVY23AC,AMD,A6 9210 APU (2016 M.SR),1189,31.9,918,https://cpu.userbenchmark.com/SpeedTest/180033/AMD A6 9210 RADEON R4 5 COMPUTE CORES 2C 3G
CPU,,AMD,Athlon 64 X2 Dual 4000+,1190,31.8,2586,https://cpu.userbenchmark.com/SpeedTest/2436/AMD Athlontm 64 X2 Dual Core Processor 4000 
CPU,,Intel,T5250,1191,31.8,903,https://cpu.userbenchmark.com/SpeedTest/5189/IntelR CoreTM2 CPU     T5250    150GHz
CPU,,Intel,2140,1192,31.7,1260,https://cpu.userbenchmark.com/SpeedTest/6453/Genuine IntelR CPU            2140    160GHz
CPU,,Intel,N2840,1193,31.7,20185,https://cpu.userbenchmark.com/SpeedTest/16086/IntelR CeleronR CPU  N2840    216GHz
CPU,,Intel,Dual E2140,1194,31.7,2306,https://cpu.userbenchmark.com/SpeedTest/4944/IntelR PentiumR Dual  CPU  E2140    160GHz
CPU,,Intel,D 3.20GHz,1195,31.7,922,https://cpu.userbenchmark.com/SpeedTest/1730/              IntelR PentiumR D CPU 320GHz
CPU,,Intel,T2080,1196,31.6,464,https://cpu.userbenchmark.com/SpeedTest/4748/Genuine IntelR CPU           T2080    173GHz
CPU,AM9220AYN23AC,AMD,A6 9220 APU (2016 M.SR),1197,31.5,4474,https://cpu.userbenchmark.com/SpeedTest/300155/AMD A6 9220 RADEON R4 5 COMPUTE CORES 2C 3G
CPU,,AMD,A4 6210 APU R3 Graphics,1198,31.5,4731,https://cpu.userbenchmark.com/SpeedTest/12438/AMD A4 6210 APU with AMD Radeon R3 Graphics
CPU,,Intel,U7300,1199,31.4,1565,https://cpu.userbenchmark.com/SpeedTest/4246/Genuine IntelR CPU           U7300    130GHz
CPU,,Intel,Z3740,1200,31.4,1341,https://cpu.userbenchmark.com/SpeedTest/3256/IntelR AtomTM CPU  Z3740    133GHz
CPU,,Intel,4 3.40GHz,1201,31.4,1035,https://cpu.userbenchmark.com/SpeedTest/293/              IntelR PentiumR 4 CPU 340GHz
CPU,,AMD,A4 9120 APU (2016 M.SR),1202,31.3,1518,https://cpu.userbenchmark.com/SpeedTest/308751/AMD A4 9120 RADEON R3 4 COMPUTE CORES 2C 2G
CPU,,Intel,L7100,1203,31.3,53,https://cpu.userbenchmark.com/SpeedTest/5778/IntelR CoreTM2 CPU     L7100    120GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL 56,1204,31.3,357,https://cpu.userbenchmark.com/SpeedTest/2456/AMD Turiontm 64 X2 Mobile Technology TL 56
CPU,,Intel,N2830,1205,31.3,8685,https://cpu.userbenchmark.com/SpeedTest/12104/IntelR CeleronR CPU  N2830    216GHz
CPU,,AMD,E2 3000M APU,1206,31.2,958,https://cpu.userbenchmark.com/SpeedTest/6063/AMD E2 3000M APU with Radeontm HD Graphics
CPU,,AMD,E2 7110 APU (2015 M.Ca),1207,31.2,4481,https://cpu.userbenchmark.com/SpeedTest/150118/AMD E2 7110 APU with AMD Radeon R2 Graphics
CPU,,Intel,J3455,1208,31.2,3126,https://cpu.userbenchmark.com/SpeedTest/200485/IntelR CeleronR CPU J3455   150GHz
CPU,,Intel,900,1209,31,2912,https://cpu.userbenchmark.com/SpeedTest/4381/IntelR CeleronR CPU          900    220GHz
CPU,,Intel,E1500,1210,31,301,https://cpu.userbenchmark.com/SpeedTest/8605/IntelR CeleronR CPU        E1500    220GHz
CPU,,Intel,T5300,1211,30.9,287,https://cpu.userbenchmark.com/SpeedTest/2288/IntelR CoreTM2 CPU         T5300    173GHz
CPU,,Intel,T2250,1212,30.9,460,https://cpu.userbenchmark.com/SpeedTest/5955/Genuine IntelR CPU           T2250    173GHz
CPU,,Intel,E1400,1213,30.9,403,https://cpu.userbenchmark.com/SpeedTest/2849/IntelR CeleronR CPU        E1400    200GHz
CPU,,Intel,i3 U 380,1214,30.8,533,https://cpu.userbenchmark.com/SpeedTest/8152/IntelR CoreTM i3 CPU       U 380    133GHz
CPU,,Intel,T2350,1215,30.7,228,https://cpu.userbenchmark.com/SpeedTest/3830/IntelR CoreTM CPU      T2350    186GHz
CPU,,Intel,U2300,1216,30.7,263,https://cpu.userbenchmark.com/SpeedTest/2326/Genuine IntelR CPU           U2300    120GHz
CPU,,AMD,Turion X2 Dual Mobile RM 70,1217,30.7,467,https://cpu.userbenchmark.com/SpeedTest/199/AMD Turiontm X2 Dual Core Mobile RM 70
CPU,,Intel,i5 U 470,1218,30.6,323,https://cpu.userbenchmark.com/SpeedTest/6244/IntelR CoreTM i5 CPU       U 470    133GHz
CPU,AM9200AKN23AC,AMD,A6 9200 APU (2016 M.SR),1219,30.6,1009,https://cpu.userbenchmark.com/SpeedTest/252093/AMD A6 9200 RADEON R4 5 COMPUTE CORES 2C 3G
CPU,,AMD,Turion 64 X2 Mobile Technology TL 52,1220,30.6,187,https://cpu.userbenchmark.com/SpeedTest/1892/AMD Turiontm 64 X2 Mobile Technology TL 52
CPU,,Intel,4 3.20GHz,1221,30.5,2823,https://cpu.userbenchmark.com/SpeedTest/7095/              IntelR PentiumR 4 CPU 320GHz
CPU,,Intel,Dual T2370,1222,30.5,578,https://cpu.userbenchmark.com/SpeedTest/4795/IntelR PentiumR Dual  CPU  T2370    173GHz
CPU,,AMD,Turion II Neo N40L,1223,30.4,148,https://cpu.userbenchmark.com/SpeedTest/7/AMD Turiontm II Neo N40L Dual Core Processor
CPU,,Intel,U4100,1224,30.3,983,https://cpu.userbenchmark.com/SpeedTest/10746/Genuine IntelR CPU           U4100    130GHz
CPU,,Intel,D 3.00GHz,1225,30.3,4080,https://cpu.userbenchmark.com/SpeedTest/3363/IntelR PentiumR D CPU 300GHz
CPU,,Intel,T5200,1226,30.3,290,https://cpu.userbenchmark.com/SpeedTest/11616/IntelR CoreTM2 CPU         T5200    160GHz
CPU,,Intel,D 2.80GHz,1227,30.2,3700,https://cpu.userbenchmark.com/SpeedTest/267/              IntelR PentiumR D CPU 280GHz
CPU,,Intel,Dual T2390,1228,30.1,1123,https://cpu.userbenchmark.com/SpeedTest/2090/IntelR PentiumR Dual  CPU  T2390    186GHz
CPU,,Intel,Dual T2330,1229,30.1,817,https://cpu.userbenchmark.com/SpeedTest/6733/IntelR PentiumR Dual  CPU  T2330    160GHz
CPU,,Intel,4 3.00GHz,1230,30,6450,https://cpu.userbenchmark.com/SpeedTest/440/              IntelR PentiumR 4 CPU 300GHz
CPU,,Intel,575,1231,30,407,https://cpu.userbenchmark.com/SpeedTest/4105/Genuine IntelR CPU             575    200GHz
CPU,,AMD,Athlon X2 Dual QL 65,1232,30,495,https://cpu.userbenchmark.com/SpeedTest/4672/AMD Athlontm X2 Dual Core QL 65
CPU,,Intel,i3 U 330,1233,29.9,325,https://cpu.userbenchmark.com/SpeedTest/1602/IntelR CoreTM i3 CPU       U 330    120GHz
CPU,,Intel,Dual T2310,1234,29.9,426,https://cpu.userbenchmark.com/SpeedTest/2719/IntelR PentiumR Dual  CPU  T2310    146GHz
CPU,,Intel,N3160,1235,29.9,1597,https://cpu.userbenchmark.com/SpeedTest/166661/IntelR CeleronR CPU  N3160    160GHz
CPU,,AMD,E2 9010 APU (2016 M.SR),1236,29.8,230,https://cpu.userbenchmark.com/SpeedTest/175091/AMD E2 9010 RADEON R2 4 COMPUTE CORES 2C 2G
CPU,,AMD,Sempron 3400+,1237,29.8,229,https://cpu.userbenchmark.com/SpeedTest/8329/AMD Semprontm Processor 3400 
CPU,,Intel,N3450,1238,29.7,5523,https://cpu.userbenchmark.com/SpeedTest/208922/IntelR CeleronR CPU N3450   110GHz
CPU,,Intel,x7 Z8700,1239,29.5,2067,https://cpu.userbenchmark.com/SpeedTest/27122/IntelR AtomTM x7 Z8700  CPU   160GHz
CPU,FH8068003067416,Intel,J4005,1240,29.4,1202,https://cpu.userbenchmark.com/SpeedTest/473105/IntelR CeleronR J4005 CPU   200GHz
CPU,,Intel,N4020,1241,29.2,2605,https://cpu.userbenchmark.com/SpeedTest/1134763/IntelR CeleronR N4020 CPU   110GHz
CPU,,AMD,E2 9000 APU (2016 M.SR),1242,29.2,1436,https://cpu.userbenchmark.com/SpeedTest/339888/AMD E2 9000 RADEON R2 4 COMPUTE CORES 2C 2G
CPU,,AMD,Athlon 64 X2 Dual TK 55,1243,29,296,https://cpu.userbenchmark.com/SpeedTest/1927/AMD Athlontm 64 X2 Dual Core Processor TK 55
CPU,,AMD,AthlonX2 DualQL 60,1244,28.9,21,https://cpu.userbenchmark.com/SpeedTest/6294/AMD AthlontmX2 DualCore QL 60
CPU,,Intel,M processor 1.86GHz,1245,28.8,182,https://cpu.userbenchmark.com/SpeedTest/4587/        IntelR PentiumR M processor 186GHz
CPU,,Intel,x7 Z8750,1246,28.8,356,https://cpu.userbenchmark.com/SpeedTest/177483/IntelR AtomTM x7 Z8750  CPU   160GHz
CPU,,Intel,N2815,1247,28.8,953,https://cpu.userbenchmark.com/SpeedTest/9736/IntelR CeleronR CPU  N2815    186GHz
CPU,,AMD,Sempron 3600+,1248,28.7,123,https://cpu.userbenchmark.com/SpeedTest/1005/Mobile AMD Semprontm Processor 3600 
CPU,,Intel,4 2.80GHz,1249,28.7,1502,https://cpu.userbenchmark.com/SpeedTest/3163/              IntelR PentiumR 4 CPU 280GHz
CPU,,AMD,Athlon X2 Dual QL 64,1250,28.6,394,https://cpu.userbenchmark.com/SpeedTest/3720/AMD Athlontm X2 Dual Core QL 64
CPU,,Intel,N2820,1251,28.6,1873,https://cpu.userbenchmark.com/SpeedTest/5994/IntelR CeleronR CPU  N2820    213GHz
CPU,,AMD,A4 5000 APU,1252,28.5,9292,https://cpu.userbenchmark.com/SpeedTest/5321/AMD A4 5000 APU with RadeonTM HD Graphics
CPU,,Intel,x5 Z8550,1253,28.4,573,https://cpu.userbenchmark.com/SpeedTest/195658/IntelR AtomTM x5 Z8550  CPU   144GHz
CPU,,Intel,N3710,1254,28.4,11784,https://cpu.userbenchmark.com/SpeedTest/141841/IntelR PentiumR CPU  N3710    160GHz
CPU,,Intel,M processor 1.73GHz,1255,28.4,301,https://cpu.userbenchmark.com/SpeedTest/7488/        IntelR PentiumR M processor 173GHz
CPU,,Intel,N3150,1256,28.3,2709,https://cpu.userbenchmark.com/SpeedTest/28103/IntelR CeleronR CPU  N3150    160GHz
CPU,,AMD,Athlon X2 Dual BE 2300,1257,28.2,40,https://cpu.userbenchmark.com/SpeedTest/12410/AMD Athlontm X2 Dual Core Processor BE 2300
CPU,FH8068003067417,Intel,N4000,1258,28.2,14401,https://cpu.userbenchmark.com/SpeedTest/503050/IntelR CeleronR N4000 CPU   110GHz
CPU,,Intel,N3700,1259,28.2,9911,https://cpu.userbenchmark.com/SpeedTest/33474/IntelR PentiumR CPU  N3700    160GHz
CPU,,AMD,Athlon Neo X2 Dual L335,1260,28.2,166,https://cpu.userbenchmark.com/SpeedTest/4043/AMD Athlontm Neo X2 Dual Core Processor L335
CPU,,AMD,A6 7000 APU (2014 M.Ka),1261,28.1,217,https://cpu.userbenchmark.com/SpeedTest/27400/AMD A6 7000 Radeon R4 5 Compute Cores 2C 3G
CPU,,AMD,E 350D APU,1262,28.1,248,https://cpu.userbenchmark.com/SpeedTest/6589/AMD E 350D APU with Radeontm HD Graphics
CPU,,Intel,x5 Z8330,1263,27.8,289,https://cpu.userbenchmark.com/SpeedTest/153094/IntelR AtomTM x5 Z8330  CPU   144GHz
CPU,,Intel,x5 Z8500,1264,27.7,770,https://cpu.userbenchmark.com/SpeedTest/38612/IntelR AtomTM x5 Z8500  CPU   144GHz
CPU,,AMD,Athlon 64 X2 Dual TK 53,1265,27.7,133,https://cpu.userbenchmark.com/SpeedTest/9182/AMD Athlontm 64 X2 Dual Core Processor TK 53
CPU,,AMD,E2 2000 APU (2012 M.Za),1266,27.7,854,https://cpu.userbenchmark.com/SpeedTest/10908/AMD E2 2000 APU with Radeontm HD Graphics
CPU,,AMD,E2 9000e APU (2016 M.SR),1267,27.6,2988,https://cpu.userbenchmark.com/SpeedTest/321458/AMD E2 9000e RADEON R2 4 COMPUTE CORES 2C 2G
CPU,,Intel,D2700,1268,27.6,224,https://cpu.userbenchmark.com/SpeedTest/7623/IntelR AtomTM CPU D2700     213GHz
CPU,,AMD,Sempron 3000+,1269,27.1,265,https://cpu.userbenchmark.com/SpeedTest/3648/AMD Semprontm Processor 3000 
CPU,,AMD,E 450 APU,1270,27.1,8564,https://cpu.userbenchmark.com/SpeedTest/2189/AMD E 450 APU with Radeontm HD Graphics
CPU,,Intel,N2800,1271,27.1,411,https://cpu.userbenchmark.com/SpeedTest/8985/IntelR AtomTM CPU N2800     186GHz
CPU,,AMD,Sempron 2800+,1272,27,153,https://cpu.userbenchmark.com/SpeedTest/4755/AMD Semprontm Processor 2800 
CPU,,Intel,723,1273,26.8,47,https://cpu.userbenchmark.com/SpeedTest/10153/IntelR CeleronR CPU          723    120GHz
CPU,,Intel,D 2.66GHz,1274,26.7,384,https://cpu.userbenchmark.com/SpeedTest/4781/             IntelR PentiumR D  CPU 266GHz
CPU,EM1800GBB22GV,AMD,E2 1800 APU (2012 M.Za),1275,26.5,3884,https://cpu.userbenchmark.com/SpeedTest/839/AMD E2 1800 APU with Radeontm HD Graphics
CPU,,AMD,E 350,1276,26.4,6009,https://cpu.userbenchmark.com/SpeedTest/5356/AMD E 350 Processor
CPU,,AMD,Athlon Neo MV 40,1277,26.1,198,https://cpu.userbenchmark.com/SpeedTest/12003/AMD Athlontm Neo Processor MV 40
CPU,,AMD,Athlon 2650e,1278,26,143,https://cpu.userbenchmark.com/SpeedTest/4742/AMD Athlontm Processor 2650e
CPU,,Intel,4 2.60GHz,1279,25.9,83,https://cpu.userbenchmark.com/SpeedTest/5254/              IntelR PentiumR 4 CPU 260GHz
CPU,,Intel,4 2.93GHz,1280,25.9,129,https://cpu.userbenchmark.com/SpeedTest/4199/              IntelR PentiumR 4 CPU 293GHz
CPU,,Intel,J3355,1281,25.8,822,https://cpu.userbenchmark.com/SpeedTest/247225/IntelR CeleronR CPU J3355   200GHz
CPU,,Intel,M processor 1.60GHz,1282,25.8,153,https://cpu.userbenchmark.com/SpeedTest/4076/        IntelR PentiumR M processor 160GHz
CPU,,Intel,M 430,1283,25.6,154,https://cpu.userbenchmark.com/SpeedTest/4999/IntelR CeleronR M CPU        430    173GHz
CPU,,Intel,4 3.06GHz,1284,25.6,827,https://cpu.userbenchmark.com/SpeedTest/614/              IntelR PentiumR 4 CPU 306GHz
CPU,,Intel,N3010,1285,25.6,314,https://cpu.userbenchmark.com/SpeedTest/195388/IntelR CeleronR CPU  N3010    104GHz
CPU,,Intel,x5 Z8300,1286,25.3,3064,https://cpu.userbenchmark.com/SpeedTest/37765/IntelR AtomTM x5 Z8300  CPU   144GHz
CPU,,Intel,N3000,1287,24.1,171,https://cpu.userbenchmark.com/SpeedTest/34511/IntelR CeleronR CPU  N3000    104GHz
CPU,,Intel,N3350,1288,24,13596,https://cpu.userbenchmark.com/SpeedTest/197164/IntelR CeleronR CPU N3350   110GHz
CPU,,Intel,D525,1289,24,2052,https://cpu.userbenchmark.com/SpeedTest/5666/IntelR AtomTM CPU D525     180GHz
CPU,,AMD,E1 1200 APU,1290,23.9,6139,https://cpu.userbenchmark.com/SpeedTest/2118/AMD E1 1200 APU with Radeontm HD Graphics
CPU,,AMD,E 300 APU,1291,23.9,7234,https://cpu.userbenchmark.com/SpeedTest/2468/AMD E 300 APU with Radeontm HD Graphics
CPU,,Intel,4 2.40GHz,1292,23.9,205,https://cpu.userbenchmark.com/SpeedTest/5589/              IntelR PentiumR 4 CPU 240GHz
CPU,,Intel,x5 Z8350,1293,23.7,8761,https://cpu.userbenchmark.com/SpeedTest/143924/IntelR AtomTM x5 Z8350  CPU   144GHz
CPU,,AMD,C 60 APU,1294,23.5,2151,https://cpu.userbenchmark.com/SpeedTest/3147/AMD C 60 APU with Radeontm HD Graphics
CPU,,Intel,4 2.66GHz,1295,23.4,213,https://cpu.userbenchmark.com/SpeedTest/4462/              IntelR PentiumR 4 CPU 266GHz
CPU,,AMD,E1 7010 APU (2015 M.Ca),1296,23.1,1425,https://cpu.userbenchmark.com/SpeedTest/167591/AMD E1 7010 APU with AMD Radeon R2 Graphics
CPU,,Intel,N570,1297,22.6,1196,https://cpu.userbenchmark.com/SpeedTest/3881/IntelR AtomTM CPU N570     166GHz
CPU,,Intel,N2600,1298,22.6,2088,https://cpu.userbenchmark.com/SpeedTest/704/IntelR AtomTM CPU N2600     160GHz
CPU,,AMD,E1 2500 APU,1299,21.9,2331,https://cpu.userbenchmark.com/SpeedTest/9778/AMD E1 2500 APU with RadeonTM HD Graphics
CPU,,Intel,M processor 1.50GHz,1300,21.8,64,https://cpu.userbenchmark.com/SpeedTest/5383/IntelR CeleronR M processor         150GHz
CPU,,Intel,N3060,1301,21.7,19393,https://cpu.userbenchmark.com/SpeedTest/130019/IntelR CeleronR CPU  N3060    160GHz
CPU,,Intel,N550,1302,21.4,792,https://cpu.userbenchmark.com/SpeedTest/182/IntelR AtomTM CPU N550     150GHz
CPU,,AMD,C 50,1303,21.4,1703,https://cpu.userbenchmark.com/SpeedTest/3082/AMD C 50 Processor
CPU,,Intel,330,1304,21.4,964,https://cpu.userbenchmark.com/SpeedTest/1917/IntelR AtomTM CPU  330     160GHz
CPU,,Intel,2.80GHz,1305,21.3,45,https://cpu.userbenchmark.com/SpeedTest/8814/IntelR CeleronR CPU 280GHz
CPU,,Intel,N455,1306,21.1,2528,https://cpu.userbenchmark.com/SpeedTest/2394/IntelR AtomTM CPU N455     166GHz
